"stop_id","stop_code","stop_name","stop_lat","stop_lon"
"1#363",16423,"Zan Road at Line Drive",38.063751,-78.487265
"1#364",16410,"India Road at Line Drive",38.062277,-78.488198
"1#365",16520,"Emmet Street North at Hydraulic Road",38.061478,-78.492359
"1#366",16554,"Emmet Street North at Angus Road (northbound)",38.058493,-78.494164
"1#367",14341,"Emmet Street North at Federal Building",38.054575,-78.497734
"1#368",14030,"Barracks Rd & Howard Dr",38.048577,-78.494123
"1#369",14180,"Barracks Road at Hessian Road",38.051685,-78.498125
"1#370",14198,"Preston Avenue at Rugby Road",38.045516,-78.493009
"1#374",14926,"College Drive at PVCC",38.007014,-78.484236
"1#375",15106,"Montrose Avenue at Avon Street",38.022073,-78.480585
"1#376",17333,"Downtown Transit Station",38.028965,-78.477501
"1#377",11846,"JPA at Woodrow St",38.031267,-78.50819
"1#378",14373,"Seminole Square Shopping Center at Marshall's",38.063828,-78.485711
"1#379",13296,"Walmart",38.097085,-78.466637
"1#381",13283,"Sam's Club",38.099941,-78.466628
"1#383",16531,"Kroger at Hydraulic Road",38.060421,-78.491677
"1#384",16406,"Kmart",38.061503,-78.490083
"1#387",15970,"10th Street NW at Page Street",38.035251,-78.493368
"1#388",12742,"Park St at Farish St",38.034642,-78.475717
"1#390",12719,"Park Street at Evergreen Avenue",38.036577,-78.475118
"1#391",12735,"Park Street at Lyons Court Lane",38.037415,-78.474749
"1#392",12703,"Locust Avenue at Smith Street",38.042578,-78.460595
"1#393",13895,"Pantops Mountain Place at Social Security Admin",38.027781,-78.438965
"1#394",13914,"Martha Jefferson Hospital",38.022844,-78.440617
"1#395",16013,"Crescent Halls",38.026734,-78.483323
"1#397",14935,"Albemarle Square Shopping Ctr at Northside Library",38.081969,-78.471526
"1#398",15110,"Rio Hill Shopping Center at Subway",38.086791,-78.472361
"1#399",15077,"Rio Hill Shopping Center at TJ Maxx",38.087063,-78.473938
"1#400",15083,"Rio Hill Shopping Center at Kroger",38.088491,-78.474113
"1#401",16596,"Fashion Square Mall",38.076676,-78.4736
"1#402",14510,"Commonwealth Drive at Commonwealth Circle",38.076524,-78.482764
"1#406",12184,"Millmont Street behind CVS",38.053365,-78.501681
"1#407",13249,"BRSC at CVS",38.052838,-78.501098
"1#408",16680,"Barracks Road Shopping Center opposite CVS",38.052681,-78.501057
"1#410",11193,"JPA at UVA Hospital",38.0325,-78.5006
"1#411",14394,"Rugby Road at Rugby Avenue",38.046719,-78.493203
"1#413",11268,"University Ave at Chancellor St",38.035958,-78.501359
"1#414",15272,"Cherry Avenue at Shamrock Road (westbound)",38.023749,-78.506648
"1#415",10417,"Grady Avenue at 14th Street",38.04012,-78.496051
"1#421",16389,"Emmet Street North at Lambeth (southbound)",38.042479,-78.505846
"1#427",16701,"UVA Hospital on Lee Street",38.031727,-78.498143
"1#432",13265,"Barracks Road Shopping Center at Fedex",38.04899,-78.50435
"1#433",13157,"BRSC at McDonalds",38.0488,-78.50435
"1#448",10656,"Grady Avenue at 10 ½ Street NW (westbound)",38.038794,-78.492403
"1#466",15181,"Monticello Rd at Blenhiem Ave",38.01978,-78.47302
"1#469",15246,"5th Street Ext & Bent Creek Road (southbound)",38.00979,-78.50634
"1#470",15255,"6th Street Ext & Bent Creek Road (northbound)",38.01084,-78.5049
"1#472",17689,"Cherry Avenue at Rainier Road",38.02186,-78.5091
"1#473",18051,"Cherry Avenue at Shamrock Road (eastbound)",38.02351,-78.50683
"1#474",15286,"Shamrock Road at Trailridge Road",38.02157,-78.50377
"1#475",15335,"Shamrock Road at Trailridge Road",38.02306,-78.50551
"1#476",15363,"Village Road at Trailridge Road",38.02078,-78.50407
"1#477",15293,"Village Road at Dublin Road",38.01991,-78.50273
"1#478",15175,"Shamrock Road at Elkhorn Road",38.02052,-78.50215
"1#479",15326,"Shamrock Road at Antoinette Road",38.01921,-78.5005
"1#480",15319,"Village Road at Antoinette Road",38.01871,-78.50128
"1#481",15261,"Bainbridge St at Monticello Rd",38.02303,-78.47308
"1#482",15199,"Hampton St at Rives St",38.01919,-78.46901
"1#486",10660,"Emmet St at Snyder Tennis Courts",38.038511,-78.506992
"1#487",10472,"Emmet St & Central Grounds Garage",38.036543,-78.507702
"1#495",18005,"Garrett Street at Friendship Court",38.02832,-78.48141
"1#496",18014,"Garrett Street at 4th Street SE",38.02788,-78.48023
"1#498",16370,"Emmet Street North at Lambeth (northbound)",38.042331,-78.505632
"1#500",17322,"Grove Road at Charlottesville High School",38.053137,-78.476691
"1#503",15147,"Angus Road at Emmet Street N",38.05921,-78.49561
"1#504",18022,"Gentry Lane at Walker School (northbound)",38.0548,-78.48405
"1#505",18033,"Gentry Lane at Walker School (southbound)",38.05486,-78.4842
"1#506",18046,"Grady Avenue at 13th Street NW",38.03978,-78.49561
"1#517",15168,"Georgetown Road at Hessian Hills Ridge (NB)",38.061702,-78.507907
"1#518",15152,"Georgetown Road at Hessian Hills Ridge (SB)",38.061757,-78.508028
"1#519",15217,"Preston Avenue at Cabell Avenue (southbound)",38.043851,-78.493021
"1#521",15065,"Meade Avenue at Onesty Pool",38.028305,-78.466132
"1#523",17305,"2nd Street at Downtown Mall",38.030958,-78.482146
"1#524",15264,"Cherry Avenue at Highland Avenue",38.02173,-78.509583
"1#526",16362,"Emmet Street North at Rothery Road",38.041016,-78.506131
"1#527",17691,"Greenbrier Drive at Hillsdale Drive (westbound)",38.068918,-78.480374
"1#530",16549,"Emmet Street North at Angus Road (southbound)",38.058837,-78.49439
"1#531",17426,"9th Street SW at Buford Middle School",38.025743,-78.495478
"1#534",15123,"Grady Avenue at 10 ½ Street NW (eastbound)",38.038777,-78.492448
"1#535",17636,"Cherry Avenue at Hanover Street (westbound)",38.02617,-78.50115
"1#536",15049,"Grove Road at Meadowbrook Heights (eastbound)",38.05582,-78.48324
"1#537",17314,"Grove Road at Meadowbrook Heights (westbound)",38.0559,-78.48327
"1#540",17643,"Brookwood Lane at Brookwood Drive",38.01812,-78.49377
"1#542",17230,"Martha Jefferson Hospital",38.02271,-78.442639
"1#543",17248,"Peter Jefferson Parkway & Veterans Stop",38.022983,-78.4364
"1#544",17269,"State Farm Stop",38.024595,-78.448515
"1#545",17276,"Beverly Drive",38.02796,-78.449978
"1#546",18226,"Wilton Farms Shelter @ Avemore",38.038188,-78.446082
"1#547",17282,"Stoney Point Road Turnout",38.038003,-78.449679
"1#549","","Abbey Rd & Rolkin Rd",38.029493,-78.444102
"1#552","","Avon St & Bolling Ave",38.023644,-78.479609
"1#553","","McCormick Rd/Thornton Hall",38.033721,-78.509884
