shape_id,shape_pt_lon,shape_pt_lat,shape_pt_sequence
69,-78.503640,38.032030,4
69,-78.504600,38.032030,5
69,-78.505910,38.032070,6
69,-78.506390,38.032100,7
69,-78.506790,38.032120,8
69,-78.507400,38.032090,9
69,-78.507490,38.032070,10
69,-78.507580,38.032020,11
69,-78.507820,38.031770,12
69,-78.507920,38.031610,13
69,-78.508070,38.031360,14
69,-78.508380,38.030850,15
69,-78.509340,38.029350,16
69,-78.509680,38.028870,17
69,-78.510060,38.028520,18
69,-78.510670,38.028140,19
69,-78.511350,38.027730,20
69,-78.512440,38.027060,21
69,-78.512900,38.026760,22
69,-78.513400,38.026450,23
69,-78.513949,38.026280,24
69,-78.514950,38.025960,25
69,-78.514980,38.025890,26
69,-78.516420,38.025910,27
69,-78.517990,38.025920,28
69,-78.518700,38.025930,29
69,-78.519520,38.025990,30
69,-78.519990,38.026050,31
69,-78.520690,38.026120,32
69,-78.521060,38.027020,33
69,-78.520520,38.027240,34
69,-78.520230,38.027630,35
69,-78.520230,38.028080,36
69,-78.520230,38.028490,37
69,-78.520020,38.028480,38
69,-78.519660,38.028450,39
69,-78.518850,38.028480,40
69,-78.516770,38.028660,41
69,-78.516470,38.028680,42
69,-78.516430,38.029120,43
69,-78.516390,38.029260,44
69,-78.515872,38.030206,45
69,-78.515211,38.029783,46
69,-78.514703,38.029487,47
69,-78.514068,38.029565,48
69,-78.513367,38.029880,49
69,-78.511027,38.031479,50
69,-78.512110,38.032110,51
69,-78.512230,38.032140,52
69,-78.512770,38.032200,53
69,-78.513480,38.032220,54
69,-78.513620,38.032240,55
69,-78.514030,38.032340,56
69,-78.514580,38.032540,57
69,-78.514250,38.033220,58
69,-78.514160,38.033580,59
69,-78.514120,38.033950,60
69,-78.514050,38.035220,61
69,-78.513810,38.035230,62
69,-78.513700,38.035220,63
69,-78.513660,38.035210,64
69,-78.513460,38.035090,65
69,-78.512829,38.034680,66
69,-78.512460,38.034530,67
69,-78.511080,38.034030,68
69,-78.510900,38.033980,69
69,-78.510510,38.033860,70
69,-78.510510,38.033860,71
69,-78.510140,38.033780,72
69,-78.509850,38.033770,73
69,-78.509550,38.033760,74
69,-78.508700,38.034230,75
69,-78.508440,38.034920,76
69,-78.507810,38.036590,77
69,-78.507480,38.037510,78
69,-78.507120,38.038510,79
69,-78.506800,38.039450,80
69,-78.506650,38.039510,81
69,-78.506520,38.039550,82
69,-78.506380,38.039560,83
69,-78.506160,38.039520,84
69,-78.506020,38.039360,85
69,-78.505930,38.039240,86
69,-78.505760,38.038920,87
69,-78.505550,38.038550,88
69,-78.505410,38.038240,89
69,-78.505210,38.037820,90
69,-78.505177,38.037762,91
69,-78.505100,38.037630,92
69,-78.504980,38.037490,93
69,-78.504820,38.037340,94
69,-78.504550,38.037160,95
69,-78.504230,38.037030,96
69,-78.503440,38.036760,97
69,-78.503370,38.036870,98
69,-78.502600,38.038140,99
69,-78.502160,38.038940,100
69,-78.501870,38.039450,101
69,-78.501800,38.039580,102
69,-78.501720,38.039720,103
69,-78.501220,38.040460,104
69,-78.500990,38.040820,105
69,-78.500755,38.041201,106
69,-78.500440,38.041710,107
69,-78.499480,38.041350,108
69,-78.499350,38.041300,109
69,-78.499183,38.041238,110
69,-78.498700,38.041060,111
69,-78.498240,38.040880,112
69,-78.497760,38.040700,113
69,-78.497190,38.040500,114
69,-78.496200,38.040150,115
69,-78.496143,38.040256,116
69,-78.495900,38.040710,117
69,-78.495820,38.040820,118
69,-78.495710,38.040940,119
69,-78.495560,38.041050,120
69,-78.495050,38.041360,121
69,-78.494250,38.041820,122
69,-78.494050,38.041870,123
69,-78.493810,38.041880,124
69,-78.493094,38.041844,125
70,-78.494232,38.041900,1
70,-78.492140,38.041800,2
70,-78.492120,38.041760,3
70,-78.492099,38.041620,4
70,-78.492110,38.041470,5
70,-78.492130,38.040780,6
70,-78.492099,38.040460,7
70,-78.492080,38.040360,8
70,-78.491820,38.039910,9
70,-78.491260,38.039240,10
70,-78.491280,38.039120,11
70,-78.491300,38.039040,12
70,-78.491640,38.038560,13
70,-78.491919,38.038610,14
70,-78.492570,38.038820,15
70,-78.493380,38.039110,16
70,-78.494280,38.039420,17
70,-78.495250,38.039770,18
70,-78.496200,38.040150,19
70,-78.496770,38.039210,20
70,-78.497610,38.037770,21
70,-78.497870,38.037280,22
70,-78.497890,38.037240,23
70,-78.498480,38.036090,24
70,-78.498670,38.035710,25
70,-78.499200,38.034750,26
70,-78.499540,38.033990,27
70,-78.498890,38.033660,28
70,-78.498320,38.033420,29
70,-78.497730,38.033250,30
70,-78.498840,38.032910,31
70,-78.499760,38.032680,32
70,-78.501780,38.032100,33
70,-78.502710,38.032070,34
70,-78.503640,38.032030,35
70,-78.504600,38.032030,36
70,-78.505910,38.032070,37
70,-78.506390,38.032100,38
70,-78.506790,38.032120,39
70,-78.507400,38.032090,40
70,-78.507490,38.032070,41
70,-78.507580,38.032020,42
70,-78.507820,38.031770,43
70,-78.507920,38.031610,44
70,-78.508070,38.031360,45
70,-78.508380,38.030850,46
70,-78.509340,38.029350,47
70,-78.509680,38.028870,48
70,-78.510060,38.028520,49
70,-78.510670,38.028140,50
70,-78.511350,38.027730,51
70,-78.512440,38.027060,52
70,-78.512900,38.026760,53
70,-78.513400,38.026450,54
70,-78.513949,38.026280,55
70,-78.514950,38.025960,56
70,-78.514980,38.025890,57
70,-78.516420,38.025910,58
70,-78.517990,38.025920,59
70,-78.518700,38.025930,60
70,-78.519520,38.025990,61
70,-78.519990,38.026050,62
70,-78.520690,38.026120,63
70,-78.521060,38.027020,64
70,-78.520520,38.027240,65
70,-78.520230,38.027630,66
70,-78.520230,38.028080,67
70,-78.520230,38.028490,68
70,-78.520020,38.028480,69
70,-78.519660,38.028450,70
70,-78.518850,38.028480,71
70,-78.516770,38.028660,72
70,-78.516470,38.028680,73
70,-78.516430,38.029120,74
70,-78.516390,38.029260,75
70,-78.515872,38.030206,76
70,-78.515211,38.029783,77
70,-78.514703,38.029487,78
70,-78.514068,38.029565,79
70,-78.513367,38.029880,80
70,-78.511027,38.031479,81
70,-78.512110,38.032110,82
70,-78.512230,38.032140,83
70,-78.512770,38.032200,84
70,-78.513480,38.032220,85
70,-78.513620,38.032240,86
70,-78.514030,38.032340,87
70,-78.514580,38.032540,88
70,-78.514250,38.033220,89
70,-78.514160,38.033580,90
70,-78.514120,38.033950,91
70,-78.514050,38.035220,92
70,-78.513810,38.035230,93
70,-78.513700,38.035220,94
70,-78.513660,38.035210,95
70,-78.513460,38.035090,96
70,-78.512829,38.034680,97
70,-78.512460,38.034530,98
70,-78.511080,38.034030,99
70,-78.510900,38.033980,100
70,-78.510510,38.033860,101
70,-78.510150,38.033770,102
70,-78.509630,38.033730,103
70,-78.509259,38.033720,104
71,-78.510030,38.033776,1
71,-78.509850,38.033770,2
71,-78.509550,38.033760,3
71,-78.508700,38.034230,4
71,-78.508440,38.034920,5
71,-78.508408,38.035006,6
71,-78.507810,38.036590,7
71,-78.507480,38.037510,8
71,-78.507120,38.038510,9
71,-78.506800,38.039450,10
71,-78.506650,38.039510,11
71,-78.506520,38.039550,12
71,-78.506380,38.039560,13
71,-78.506160,38.039520,14
71,-78.506020,38.039360,15
71,-78.505930,38.039240,16
71,-78.505760,38.038920,17
71,-78.505550,38.038550,18
71,-78.505425,38.038272,19
71,-78.505410,38.038240,20
71,-78.505210,38.037820,21
71,-78.505100,38.037630,22
71,-78.504980,38.037490,23
71,-78.504820,38.037340,24
71,-78.504550,38.037160,25
71,-78.504230,38.037030,26
71,-78.503440,38.036760,27
71,-78.503370,38.036870,28
71,-78.502700,38.037910,29
71,-78.502140,38.038930,30
71,-78.501870,38.039450,31
71,-78.501790,38.039580,32
71,-78.501700,38.039710,33
71,-78.501230,38.040460,34
71,-78.501000,38.040830,35
71,-78.500390,38.041730,36
71,-78.499480,38.041350,37
71,-78.499350,38.041300,38
71,-78.498710,38.041040,39
71,-78.498250,38.040870,40
71,-78.497760,38.040690,41
71,-78.497200,38.040480,42
71,-78.496200,38.040150,43
71,-78.495900,38.040710,44
71,-78.495820,38.040820,45
71,-78.495710,38.040940,46
71,-78.495560,38.041050,47
71,-78.494249,38.041820,48
71,-78.494050,38.041870,49
71,-78.493810,38.041880,50
71,-78.493094,38.041834,51
72,-78.494232,38.041900,1
72,-78.492140,38.041800,2
72,-78.492120,38.041760,3
72,-78.492099,38.041620,4
72,-78.492110,38.041470,5
72,-78.492130,38.040780,6
72,-78.492099,38.040460,7
72,-78.492080,38.040360,8
72,-78.491820,38.039910,9
72,-78.491260,38.039240,10
72,-78.491280,38.039120,11
72,-78.491300,38.039040,12
72,-78.491640,38.038560,13
72,-78.491919,38.038610,14
72,-78.492570,38.038820,15
72,-78.493380,38.039110,16
72,-78.494280,38.039420,17
72,-78.495250,38.039770,18
72,-78.496200,38.040150,19
72,-78.496770,38.039210,20
72,-78.497610,38.037770,21
72,-78.497870,38.037280,22
72,-78.497890,38.037240,23
72,-78.498480,38.036090,24
72,-78.498670,38.035710,25
72,-78.499200,38.034750,26
72,-78.499540,38.033990,27
72,-78.498890,38.033660,28
72,-78.498320,38.033420,29
72,-78.497730,38.033250,30
72,-78.498840,38.032910,31
72,-78.499760,38.032680,32
72,-78.501780,38.032100,33
72,-78.502710,38.032070,34
72,-78.503640,38.032030,35
72,-78.504600,38.032030,36
72,-78.505910,38.032070,37
72,-78.506390,38.032100,38
72,-78.506790,38.032120,39
72,-78.507400,38.032090,40
72,-78.507490,38.032070,41
72,-78.507580,38.032020,42
72,-78.507820,38.031770,43
72,-78.507920,38.031610,44
72,-78.508070,38.031360,45
72,-78.508380,38.030850,46
72,-78.509340,38.029350,47
72,-78.509680,38.028870,48
72,-78.510060,38.028520,49
72,-78.510670,38.028140,50
72,-78.511350,38.027730,51
72,-78.512440,38.027060,52
72,-78.512900,38.026760,53
72,-78.513400,38.026450,54
72,-78.513949,38.026280,55
72,-78.514950,38.025960,56
72,-78.514980,38.025890,57
72,-78.516420,38.025910,58
72,-78.517990,38.025920,59
72,-78.518700,38.025930,60
72,-78.519520,38.025990,61
72,-78.519990,38.026050,62
72,-78.520690,38.026120,63
72,-78.521060,38.027020,64
72,-78.520520,38.027240,65
72,-78.520230,38.027630,66
72,-78.520230,38.028080,67
72,-78.520230,38.028490,68
72,-78.520020,38.028480,69
72,-78.519660,38.028450,70
72,-78.518850,38.028480,71
72,-78.516770,38.028660,72
72,-78.516470,38.028680,73
72,-78.516430,38.029120,74
72,-78.516390,38.029260,75
72,-78.515872,38.030206,76
72,-78.515211,38.029783,77
72,-78.514703,38.029487,78
72,-78.514068,38.029565,79
72,-78.513367,38.029880,80
72,-78.511027,38.031479,81
72,-78.512110,38.032110,82
72,-78.512230,38.032140,83
72,-78.512770,38.032200,84
72,-78.513480,38.032220,85
72,-78.513620,38.032240,86
72,-78.514030,38.032340,87
72,-78.514580,38.032540,88
72,-78.514250,38.033220,89
72,-78.514160,38.033580,90
72,-78.514120,38.033950,91
72,-78.514050,38.035220,92
72,-78.513810,38.035230,93
72,-78.513700,38.035220,94
72,-78.513660,38.035210,95
72,-78.513460,38.035090,96
72,-78.512829,38.034680,97
72,-78.512460,38.034530,98
72,-78.511080,38.034030,99
72,-78.510900,38.033980,100
72,-78.510510,38.033860,101
72,-78.510150,38.033770,102
72,-78.509630,38.033730,103
72,-78.508700,38.034230,104
72,-78.506800,38.039450,105
72,-78.506650,38.039510,106
72,-78.506380,38.039560,107
72,-78.506160,38.039520,108
72,-78.505930,38.039240,109
72,-78.505760,38.038920,110
72,-78.505410,38.038240,111
72,-78.505100,38.037630,112
72,-78.504820,38.037340,113
72,-78.504550,38.037160,114
72,-78.504230,38.037030,115
72,-78.503440,38.036760,116
72,-78.503410,38.036750,117
72,-78.503350,38.036860,118
72,-78.502700,38.037910,119
72,-78.502140,38.038930,120
72,-78.501870,38.039450,121
72,-78.501790,38.039580,122
72,-78.501700,38.039710,123
72,-78.501230,38.040460,124
72,-78.501000,38.040830,125
72,-78.500390,38.041730,126
72,-78.499480,38.041350,127
72,-78.499350,38.041300,128
72,-78.498710,38.041040,129
72,-78.498250,38.040870,130
72,-78.497760,38.040690,131
72,-78.497200,38.040480,132
72,-78.496200,38.040150,133
72,-78.495900,38.040710,134
72,-78.495820,38.040820,135
72,-78.495710,38.040940,136
72,-78.495560,38.041050,137
72,-78.494249,38.041820,138
72,-78.494050,38.041870,139
72,-78.493810,38.041880,140
72,-78.493094,38.041834,141
73,-78.510943,38.051186,1
73,-78.510496,38.050185,2
73,-78.510450,38.050070,3
73,-78.510390,38.049970,4
73,-78.510250,38.049790,5
73,-78.510060,38.049620,6
73,-78.509830,38.049480,7
73,-78.509580,38.049420,8
73,-78.509310,38.049400,9
73,-78.509000,38.049410,10
73,-78.508470,38.049480,11
73,-78.508280,38.049440,12
73,-78.508100,38.049330,13
73,-78.508010,38.049250,14
73,-78.507960,38.049170,15
73,-78.507940,38.049060,16
73,-78.508040,38.048070,17
73,-78.508380,38.048000,18
73,-78.508510,38.047940,19
73,-78.509750,38.046390,20
73,-78.510119,38.045842,21
73,-78.509121,38.045353,22
73,-78.508704,38.045941,23
73,-78.507424,38.045386,24
73,-78.505190,38.044420,25
73,-78.505290,38.044140,26
73,-78.505380,38.043810,27
73,-78.505420,38.043440,28
73,-78.505481,38.043258,29
73,-78.505810,38.042280,30
73,-78.506080,38.041490,31
73,-78.506268,38.041036,32
73,-78.507604,38.041344,33
73,-78.508129,38.041543,34
73,-78.508610,38.040930,35
73,-78.509610,38.041500,36
73,-78.511184,38.042367,37
73,-78.511460,38.042520,38
73,-78.512220,38.041780,39
73,-78.512460,38.041560,40
73,-78.512940,38.041280,41
73,-78.513080,38.041170,42
73,-78.513320,38.040940,43
73,-78.514080,38.040090,44
73,-78.514361,38.039798,45
73,-78.515080,38.039050,46
73,-78.515300,38.038760,47
73,-78.515350,38.038680,48
73,-78.515320,38.038580,49
73,-78.515240,38.038350,50
73,-78.514940,38.037640,51
73,-78.514510,38.036790,52
73,-78.514180,38.036120,53
73,-78.514156,38.036055,54
73,-78.514120,38.035960,55
73,-78.514090,38.035730,56
73,-78.514100,38.035220,57
73,-78.513830,38.035200,58
73,-78.513650,38.035160,59
73,-78.513490,38.035080,60
73,-78.513090,38.034830,61
73,-78.512820,38.034710,62
73,-78.512460,38.034530,63
73,-78.511490,38.034180,64
73,-78.511080,38.034030,65
73,-78.510900,38.033980,66
73,-78.510510,38.033860,67
73,-78.510140,38.033780,68
73,-78.509850,38.033770,69
73,-78.509550,38.033760,70
73,-78.508700,38.034230,71
73,-78.508440,38.034920,72
73,-78.508034,38.035998,73
73,-78.507810,38.036590,74
73,-78.507480,38.037510,75
73,-78.507120,38.038510,76
73,-78.506800,38.039450,77
73,-78.506660,38.039840,78
73,-78.507350,38.040230,79
73,-78.507845,38.040496,80
73,-78.508130,38.040650,81
73,-78.508610,38.040930,82
73,-78.509610,38.041500,83
73,-78.511460,38.042520,84
73,-78.511230,38.042680,85
73,-78.510970,38.042940,86
73,-78.510945,38.042988,87
73,-78.510890,38.043090,88
73,-78.510860,38.043330,89
73,-78.510860,38.043610,90
73,-78.510880,38.044330,91
73,-78.510860,38.044660,92
73,-78.510740,38.044900,93
73,-78.510360,38.045440,94
73,-78.509892,38.046168,95
73,-78.509750,38.046390,96
73,-78.508510,38.047940,97
73,-78.508380,38.048000,98
73,-78.508040,38.048070,99
73,-78.507940,38.049060,100
73,-78.507960,38.049170,101
73,-78.508010,38.049250,102
73,-78.508100,38.049330,103
73,-78.508280,38.049440,104
73,-78.508470,38.049480,105
73,-78.509000,38.049410,106
73,-78.509310,38.049400,107
73,-78.509580,38.049420,108
73,-78.509830,38.049480,109
73,-78.510060,38.049620,110
73,-78.510250,38.049790,111
73,-78.510310,38.049866,112
73,-78.510390,38.049970,113
73,-78.510450,38.050070,114
73,-78.510551,38.050367,115
73,-78.510546,38.050448,116
73,-78.510567,38.050480,117
73,-78.510599,38.050504,118
73,-78.510652,38.050473,119
73,-78.510565,38.050339,120
74,-78.519458,38.029288,1
74,-78.519619,38.029363,2
74,-78.519726,38.029408,3
74,-78.519842,38.029457,4
74,-78.519999,38.029504,5
74,-78.520180,38.029510,6
74,-78.520490,38.029530,7
74,-78.520619,38.029580,8
74,-78.520700,38.029650,9
74,-78.520770,38.029740,10
74,-78.520820,38.029840,11
74,-78.520850,38.029940,12
74,-78.520852,38.029971,13
74,-78.520860,38.030140,14
74,-78.520790,38.030320,15
74,-78.520720,38.030440,16
74,-78.520540,38.030530,17
74,-78.520390,38.030560,18
74,-78.519859,38.030510,19
74,-78.519600,38.030520,20
74,-78.519450,38.030540,21
74,-78.519180,38.030600,22
74,-78.518940,38.030710,23
74,-78.518680,38.030950,24
74,-78.518450,38.031220,25
74,-78.518270,38.031500,26
74,-78.518060,38.031970,27
74,-78.517948,38.032182,28
74,-78.517810,38.032440,29
74,-78.517770,38.032590,30
74,-78.517770,38.032730,31
74,-78.517960,38.033090,32
74,-78.517990,38.033210,33
74,-78.517990,38.033320,34
74,-78.517940,38.033510,35
74,-78.517850,38.033780,36
74,-78.517670,38.034080,37
74,-78.517589,38.034222,38
74,-78.517390,38.034570,39
74,-78.517130,38.034840,40
74,-78.516830,38.035000,41
74,-78.516499,38.035050,42
74,-78.515780,38.035100,43
74,-78.514630,38.035200,44
74,-78.514100,38.035220,45
74,-78.513830,38.035200,46
74,-78.513650,38.035160,47
74,-78.513490,38.035080,48
74,-78.513090,38.034830,49
74,-78.512820,38.034710,50
74,-78.512460,38.034530,51
74,-78.511426,38.034156,52
74,-78.511080,38.034030,53
74,-78.510510,38.033860,54
74,-78.510140,38.033780,55
74,-78.509550,38.033760,56
74,-78.508700,38.034230,57
74,-78.508700,38.034230,58
74,-78.506660,38.039840,59
74,-78.506160,38.039520,60
74,-78.506020,38.039360,61
74,-78.505760,38.038920,62
74,-78.505550,38.038550,63
74,-78.505100,38.037630,64
74,-78.504820,38.037340,65
74,-78.504550,38.037160,66
74,-78.504230,38.037030,67
74,-78.503440,38.036760,68
74,-78.501870,38.039450,69
74,-78.502400,38.039630,70
74,-78.503010,38.039660,71
74,-78.503460,38.039760,72
74,-78.504090,38.040020,73
74,-78.504440,38.040070,74
74,-78.504710,38.039950,75
74,-78.505190,38.039320,76
74,-78.505760,38.038920,77
74,-78.505930,38.039240,78
74,-78.506020,38.039360,79
74,-78.506159,38.039520,80
74,-78.506379,38.039560,81
74,-78.506520,38.039550,82
74,-78.506649,38.039510,83
74,-78.506800,38.039450,84
74,-78.507120,38.038510,85
74,-78.507480,38.037510,86
74,-78.507610,38.037148,87
74,-78.507810,38.036590,88
74,-78.508440,38.034920,89
74,-78.508601,38.034494,90
74,-78.508700,38.034230,91
74,-78.509550,38.033760,92
74,-78.509850,38.033770,93
74,-78.510140,38.033780,94
74,-78.510510,38.033860,95
74,-78.511080,38.034030,96
74,-78.512460,38.034530,97
74,-78.512820,38.034710,98
74,-78.513090,38.034830,99
74,-78.513490,38.035080,100
74,-78.513650,38.035160,101
74,-78.513830,38.035200,102
74,-78.514100,38.035220,103
74,-78.514129,38.034790,104
74,-78.514141,38.034556,105
74,-78.514169,38.033970,106
74,-78.514180,38.033830,107
74,-78.514200,38.033670,108
74,-78.514310,38.033220,109
74,-78.514439,38.032890,110
74,-78.514610,38.032550,111
74,-78.515121,38.031603,112
74,-78.515700,38.030530,113
74,-78.515870,38.030210,114
74,-78.516210,38.029598,115
74,-78.516319,38.029400,116
74,-78.516390,38.029260,117
74,-78.516430,38.029120,118
74,-78.516470,38.028680,119
74,-78.516770,38.028660,120
74,-78.517530,38.028590,121
74,-78.518850,38.028480,122
74,-78.519660,38.028450,123
74,-78.519987,38.028477,124
74,-78.520163,38.028480,125
74,-78.520259,38.028488,126
74,-78.520251,38.028607,127
74,-78.520142,38.028759,128
74,-78.520044,38.028840,129
74,-78.519926,38.028874,130
74,-78.519460,38.028970,131
74,-78.519355,38.029051,132
74,-78.519330,38.029070,133
74,-78.519380,38.029031,134
74,-78.519330,38.029070,135
74,-78.519341,38.029138,136
74,-78.519367,38.029193,137
74,-78.519434,38.029261,138
74,-78.519561,38.029333,139
75,-78.517810,38.042776,1
75,-78.517535,38.043025,2
75,-78.517341,38.043170,3
75,-78.516916,38.043546,4
75,-78.516669,38.043873,5
75,-78.516508,38.044146,6
75,-78.516433,38.044338,7
75,-78.516187,38.044790,8
75,-78.516036,38.045026,9
75,-78.515050,38.044680,10
75,-78.514400,38.044400,11
75,-78.513940,38.044150,12
75,-78.513580,38.043930,13
75,-78.512870,38.043420,14
75,-78.512450,38.043140,15
75,-78.511460,38.042520,16
75,-78.511230,38.042680,17
75,-78.510970,38.042940,18
75,-78.510890,38.043090,19
75,-78.510859,38.043330,20
75,-78.510859,38.043610,21
75,-78.510880,38.044330,22
75,-78.510859,38.044660,23
75,-78.510740,38.044900,24
75,-78.510360,38.045440,25
75,-78.509750,38.046390,26
75,-78.511150,38.047080,27
75,-78.511430,38.047280,28
75,-78.511629,38.047471,29
75,-78.511889,38.047783,30
75,-78.512055,38.048122,31
75,-78.512086,38.048584,32
75,-78.512100,38.048940,33
75,-78.512289,38.049300,34
75,-78.512510,38.049530,35
75,-78.512730,38.049750,36
75,-78.513050,38.049970,37
75,-78.512559,38.050650,38
75,-78.512210,38.051230,39
75,-78.512097,38.051382,40
75,-78.511914,38.051601,41
75,-78.511870,38.051654,42
75,-78.512092,38.051745,43
75,-78.512295,38.051839,44
75,-78.512370,38.051890,45
75,-78.512480,38.051990,46
75,-78.512649,38.052050,47
75,-78.512886,38.052142,48
75,-78.512930,38.052160,49
75,-78.513450,38.052370,50
75,-78.513750,38.052470,51
75,-78.513780,38.052430,52
75,-78.513840,38.052330,53
75,-78.513910,38.052200,54
75,-78.513790,38.052150,55
75,-78.513437,38.052012,56
75,-78.513237,38.051935,57
75,-78.513031,38.051857,58
75,-78.512829,38.051780,59
75,-78.512590,38.051710,60
75,-78.512440,38.051710,61
75,-78.512360,38.051710,62
75,-78.512159,38.051640,63
75,-78.511979,38.051540,64
75,-78.512124,38.051345,65
75,-78.512210,38.051230,66
75,-78.512409,38.050900,67
75,-78.512559,38.050650,68
75,-78.512686,38.050475,69
75,-78.513050,38.049970,70
75,-78.512948,38.049899,71
75,-78.512730,38.049750,72
75,-78.512510,38.049530,73
75,-78.512289,38.049300,74
75,-78.512243,38.049211,75
75,-78.512100,38.048940,76
75,-78.512083,38.048494,77
75,-78.512077,38.048346,78
75,-78.512073,38.048241,79
75,-78.512065,38.048168,80
75,-78.512030,38.048010,81
75,-78.512013,38.047978,82
75,-78.511940,38.047850,83
75,-78.511846,38.047727,84
75,-78.511709,38.047550,85
75,-78.511600,38.047444,86
75,-78.511430,38.047280,87
75,-78.511321,38.047202,88
75,-78.511150,38.047080,89
75,-78.510301,38.046661,90
75,-78.509750,38.046390,91
75,-78.508978,38.046058,92
75,-78.508704,38.045941,93
75,-78.507459,38.045402,94
75,-78.508704,38.045941,95
75,-78.507159,38.045272,96
75,-78.506134,38.044828,97
75,-78.505190,38.044420,98
75,-78.505285,38.044155,99
75,-78.505290,38.044140,100
75,-78.505380,38.043810,101
75,-78.505420,38.043440,102
75,-78.505504,38.043191,103
75,-78.505793,38.042333,104
75,-78.505810,38.042280,105
75,-78.506037,38.041617,106
75,-78.506080,38.041490,107
75,-78.506268,38.041036,108
75,-78.506391,38.040660,109
75,-78.506619,38.039966,110
75,-78.506660,38.039840,111
75,-78.506263,38.039585,112
75,-78.506127,38.039482,113
75,-78.505930,38.039240,114
75,-78.505845,38.039079,115
75,-78.505760,38.038920,116
75,-78.505613,38.038659,117
75,-78.505550,38.038550,118
75,-78.505410,38.038240,119
75,-78.505356,38.038125,120
75,-78.505210,38.037820,121
75,-78.505100,38.037630,122
75,-78.504980,38.037490,123
75,-78.504820,38.037340,124
75,-78.504550,38.037160,125
75,-78.503440,38.036760,126
75,-78.501870,38.039450,127
75,-78.502400,38.039630,128
75,-78.503010,38.039660,129
75,-78.503460,38.039760,130
75,-78.504090,38.040020,131
75,-78.504440,38.040070,132
75,-78.504710,38.039950,133
75,-78.505190,38.039320,134
75,-78.505760,38.038920,135
75,-78.505930,38.039240,136
75,-78.506020,38.039360,137
75,-78.506160,38.039520,138
75,-78.506660,38.039840,139
75,-78.506800,38.039450,140
75,-78.508700,38.034230,141
75,-78.509550,38.033760,142
75,-78.509927,38.033772,143
75,-78.510140,38.033780,144
75,-78.510510,38.033860,145
75,-78.510900,38.033980,146
75,-78.511080,38.034030,147
75,-78.511490,38.034180,148
75,-78.512460,38.034530,149
75,-78.512820,38.034710,150
75,-78.512965,38.034774,151
75,-78.513090,38.034830,152
75,-78.513490,38.035080,153
75,-78.513650,38.035160,154
75,-78.513830,38.035200,155
75,-78.514100,38.035220,156
75,-78.514090,38.035730,157
75,-78.514120,38.035960,158
75,-78.514180,38.036120,159
75,-78.514510,38.036790,160
75,-78.514940,38.037640,161
75,-78.515240,38.038350,162
75,-78.515320,38.038580,163
75,-78.515350,38.038680,164
75,-78.515300,38.038760,165
75,-78.515080,38.039050,166
75,-78.514670,38.039477,167
75,-78.514080,38.040090,168
75,-78.513596,38.040631,169
75,-78.513119,38.041133,170
75,-78.513080,38.041170,171
75,-78.512940,38.041280,172
75,-78.512460,38.041560,173
75,-78.512220,38.041780,174
75,-78.511460,38.042520,175
75,-78.512450,38.043140,176
75,-78.512870,38.043420,177
75,-78.513580,38.043930,178
75,-78.513940,38.044150,179
75,-78.514400,38.044400,180
75,-78.515050,38.044680,181
75,-78.515695,38.044918,182
75,-78.516193,38.045067,183
75,-78.516512,38.044599,184
75,-78.516623,38.044283,185
75,-78.516857,38.043854,186
75,-78.517227,38.043450,187
75,-78.517697,38.043070,188
75,-78.518152,38.042620,189
75,-78.518542,38.042345,190
75,-78.518618,38.042124,191
75,-78.518422,38.042072,192
75,-78.518196,38.042218,193
75,-78.518055,38.042540,194
75,-78.517657,38.042910,195
76,-78.511042,38.051157,1
76,-78.510450,38.050070,2
76,-78.510390,38.049970,3
76,-78.510250,38.049790,4
76,-78.510060,38.049620,5
76,-78.509829,38.049480,6
76,-78.509580,38.049420,7
76,-78.509310,38.049400,8
76,-78.509000,38.049410,9
76,-78.508470,38.049480,10
76,-78.508280,38.049440,11
76,-78.508100,38.049330,12
76,-78.508010,38.049250,13
76,-78.507960,38.049170,14
76,-78.507940,38.049060,15
76,-78.508039,38.048070,16
76,-78.508380,38.048000,17
76,-78.508510,38.047940,18
76,-78.509750,38.046390,19
76,-78.510101,38.045776,20
76,-78.509123,38.045355,21
76,-78.508706,38.045940,22
76,-78.505160,38.044410,23
76,-78.505350,38.043880,24
76,-78.505400,38.043440,25
76,-78.506070,38.041490,26
76,-78.506191,38.041164,27
76,-78.507604,38.041344,28
76,-78.508288,38.041666,29
76,-78.508800,38.041090,30
76,-78.509560,38.041550,31
76,-78.511470,38.042500,32
76,-78.512220,38.041780,33
76,-78.512460,38.041560,34
76,-78.512940,38.041280,35
76,-78.513080,38.041170,36
76,-78.513303,38.040970,37
76,-78.514080,38.040090,38
76,-78.515280,38.038740,39
76,-78.515379,38.038660,40
76,-78.515320,38.038580,41
76,-78.515220,38.038350,42
76,-78.514940,38.037640,43
76,-78.514090,38.036070,44
76,-78.514050,38.035950,45
76,-78.514030,38.035730,46
76,-78.514050,38.035220,47
76,-78.513810,38.035230,48
76,-78.513700,38.035220,49
76,-78.513660,38.035210,50
76,-78.513460,38.035090,51
76,-78.512829,38.034680,52
76,-78.512460,38.034530,53
76,-78.511080,38.034030,54
76,-78.510900,38.033980,55
76,-78.510510,38.033860,56
76,-78.510140,38.033780,57
76,-78.509880,38.033771,58
77,-78.510030,38.033776,1
